director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Steven Anthony Lawrence,Steven Anthony Lawrence,Steven Anthony Lawrence,Steven Anthony Lawrence,Comedy Family Sci-Fi,my favorite martian,Steven Anthony Lawrence Steven Anthony Lawrence Steven Anthony Lawrence Steven Anthony Lawrence Comedy Family Sci-Fi
Blair Brown,Blair Brown,Blair Brown,Blair Brown,Action Crime Thriller,the sentinel,Blair Brown Blair Brown Blair Brown Blair Brown Action Crime Thriller
Dwayne Johnson,Dwayne Johnson,Dwayne Johnson,Dwayne Johnson,Adventure Animation Comedy Family Sci-Fi,planet 51,Dwayne Johnson Dwayne Johnson Dwayne Johnson Dwayne Johnson Adventure Animation Comedy Family Sci-Fi
Tom Hardy,Tom Hardy,Tom Hardy,Tom Hardy,Action Adventure Sci-Fi Thriller,star trek: nemesis,Tom Hardy Tom Hardy Tom Hardy Tom Hardy Action Adventure Sci-Fi Thriller
Cedric the Entertainer,Cedric the Entertainer,Cedric the Entertainer,Cedric the Entertainer,Comedy Crime Romance,intolerable cruelty,Cedric the Entertainer Cedric the Entertainer Cedric the Entertainer Cedric the Entertainer Comedy Crime Romance
Clint Eastwood,Clint Eastwood,Clint Eastwood,Clint Eastwood,Drama Sport,trouble with the curve,Clint Eastwood Clint Eastwood Clint Eastwood Clint Eastwood Drama Sport
Bojana Novakovic,Bojana Novakovic,Bojana Novakovic,Bojana Novakovic,Crime Drama Mystery Thriller,edge of darkness,Bojana Novakovic Bojana Novakovic Bojana Novakovic Bojana Novakovic Crime Drama Mystery Thriller
John Kapelos,John Kapelos,John Kapelos,John Kapelos,Horror Mystery Sci-Fi Thriller,the relic,John Kapelos John Kapelos John Kapelos John Kapelos Horror Mystery Sci-Fi Thriller
Robert De Niro,Robert De Niro,Robert De Niro,Robert De Niro,Comedy Crime,analyze that,Robert De Niro Robert De Niro Robert De Niro Robert De Niro Comedy Crime
Robert De Niro,Robert De Niro,Robert De Niro,Robert De Niro,Action Crime Drama Mystery Thriller,righteous kill,Robert De Niro Robert De Niro Robert De Niro Robert De Niro Action Crime Drama Mystery Thriller
Robert Downey Jr.,Robert Downey Jr.,Robert Downey Jr.,Robert Downey Jr.,Biography Drama Music,the soloist,Robert Downey Jr. Robert Downey Jr. Robert Downey Jr. Robert Downey Jr. Biography Drama Music
Matt Damon,Matt Damon,Matt Damon,Matt Damon,Drama Fantasy Sport,the legend of bagger vance,Matt Damon Matt Damon Matt Damon Matt Damon Drama Fantasy Sport
Philip Seymour Hoffman,Philip Seymour Hoffman,Philip Seymour Hoffman,Philip Seymour Hoffman,Adventure Comedy Drama Music,almost famous,Philip Seymour Hoffman Philip Seymour Hoffman Philip Seymour Hoffman Philip Seymour Hoffman Adventure Comedy Drama Music
Bill Murray,Bill Murray,Bill Murray,Bill Murray,Animation Comedy Family Fantasy,garfield 2,Bill Murray Bill Murray Bill Murray Bill Murray Animation Comedy Family Fantasy
Sunny Mabrey,Sunny Mabrey,Sunny Mabrey,Sunny Mabrey,Action Adventure Crime Thriller,xxx: state of the union,Sunny Mabrey Sunny Mabrey Sunny Mabrey Sunny Mabrey Action Adventure Crime Thriller
Josh Wingate,Josh Wingate,Josh Wingate,Josh Wingate,Action Fantasy Horror Sci-Fi Thriller,priest,Josh Wingate Josh Wingate Josh Wingate Josh Wingate Action Fantasy Horror Sci-Fi Thriller
Brad Pitt,Brad Pitt,Brad Pitt,Brad Pitt,Adventure Animation Comedy Drama Family Fantasy Romance,sinbad: legend of the seven seas,Brad Pitt Brad Pitt Brad Pitt Brad Pitt Adventure Animation Comedy Drama Family Fantasy Romance
Sean Pertwee,Sean Pertwee,Sean Pertwee,Sean Pertwee,Horror Sci-Fi Thriller,event horizon,Sean Pertwee Sean Pertwee Sean Pertwee Sean Pertwee Horror Sci-Fi Thriller
Chris Hemsworth,Chris Hemsworth,Chris Hemsworth,Chris Hemsworth,Action Adventure Sci-Fi,the avengers,Chris Hemsworth Chris Hemsworth Chris Hemsworth Chris Hemsworth Action Adventure Sci-Fi
Joe Morton,Joe Morton,Joe Morton,Joe Morton,Drama Fantasy Mystery Romance Thriller,dragonfly,Joe Morton Joe Morton Joe Morton Joe Morton Drama Fantasy Mystery Romance Thriller
Scarlett Johansson,Scarlett Johansson,Scarlett Johansson,Scarlett Johansson,Crime Drama Mystery Thriller,the black dahlia,Scarlett Johansson Scarlett Johansson Scarlett Johansson Scarlett Johansson Crime Drama Mystery Thriller
James Franco,James Franco,James Franco,James Franco,Action Adventure Drama History Romance War,flyboys,James Franco James Franco James Franco James Franco Action Adventure Drama History Romance War
Clifton Collins Jr.,Clifton Collins Jr.,Clifton Collins Jr.,Clifton Collins Jr.,Action Drama Thriller,the last castle,Clifton Collins Jr. Clifton Collins Jr. Clifton Collins Jr. Clifton Collins Jr. Action Drama Thriller
Robert Forster,Robert Forster,Robert Forster,Robert Forster,Horror Sci-Fi Thriller,supernova,Robert Forster Robert Forster Robert Forster Robert Forster Horror Sci-Fi Thriller
Matt Bomer,Matt Bomer,Matt Bomer,Matt Bomer,Drama Fantasy Mystery Romance,winter's tale,Matt Bomer Matt Bomer Matt Bomer Matt Bomer Drama Fantasy Mystery Romance
Aidan Turner,Aidan Turner,Aidan Turner,Aidan Turner,Fantasy Horror Mystery Romance,the mortal instruments: city of bones,Aidan Turner Aidan Turner Aidan Turner Aidan Turner Fantasy Horror Mystery Romance
Marc Blucas,Marc Blucas,Marc Blucas,Marc Blucas,Adventure Comedy Family Romance Sci-Fi,meet dave,Marc Blucas Marc Blucas Marc Blucas Marc Blucas Adventure Comedy Family Romance Sci-Fi
Dougray Scott,Dougray Scott,Dougray Scott,Dougray Scott,Drama Horror Thriller,dark water,Dougray Scott Dougray Scott Dougray Scott Dougray Scott Drama Horror Thriller
Matthew McConaughey,Matthew McConaughey,Matthew McConaughey,Matthew McConaughey,Comedy Drama,edtv,Matthew McConaughey Matthew McConaughey Matthew McConaughey Matthew McConaughey Comedy Drama
Brendan Fraser,Brendan Fraser,Brendan Fraser,Brendan Fraser,Adventure Family Fantasy,inkheart,Brendan Fraser Brendan Fraser Brendan Fraser Brendan Fraser Adventure Family Fantasy
Scarlett Johansson,Scarlett Johansson,Scarlett Johansson,Scarlett Johansson,Action Crime Fantasy Thriller,the spirit,Scarlett Johansson Scarlett Johansson Scarlett Johansson Scarlett Johansson Action Crime Fantasy Thriller
Johnny Depp,Johnny Depp,Johnny Depp,Johnny Depp,Action Comedy Mystery Romance,mortdecai,Johnny Depp Johnny Depp Johnny Depp Johnny Depp Action Comedy Mystery Romance
Jason Statham,Jason Statham,Jason Statham,Jason Statham,Action Adventure Fantasy Thriller,in the name of the king: a dungeon siege tale,Jason Statham Jason Statham Jason Statham Jason Statham Action Adventure Fantasy Thriller
Angelina Jolie Pitt,Angelina Jolie Pitt,Angelina Jolie Pitt,Angelina Jolie Pitt,Adventure Drama Romance War,beyond borders,Angelina Jolie Pitt Angelina Jolie Pitt Angelina Jolie Pitt Angelina Jolie Pitt Adventure Drama Romance War
Li Gong,Li Gong,Li Gong,Li Gong,Action Adventure Fantasy,xi you ji zhi: sun wukong san da baigu jing,Li Gong Li Gong Li Gong Li Gong Action Adventure Fantasy
James Franco,James Franco,James Franco,James Franco,Action Drama War,the great raid,James Franco James Franco James Franco James Franco Action Drama War
Ryan Reynolds,Ryan Reynolds,Ryan Reynolds,Ryan Reynolds,Action Adventure Comedy Romance Sci-Fi,deadpool,Ryan Reynolds Ryan Reynolds Ryan Reynolds Ryan Reynolds Action Adventure Comedy Romance Sci-Fi
Kelly Preston,Kelly Preston,Kelly Preston,Kelly Preston,Comedy Drama,holy man,Kelly Preston Kelly Preston Kelly Preston Kelly Preston Comedy Drama
Bradley Cooper,Bradley Cooper,Bradley Cooper,Bradley Cooper,Action Biography Drama History Thriller War,american sniper,Bradley Cooper Bradley Cooper Bradley Cooper Bradley Cooper Action Biography Drama History Thriller War
Nate Richert,Nate Richert,Nate Richert,Nate Richert,Comedy Family Fantasy,"sabrina, the teenage witch            ",Nate Richert Nate Richert Nate Richert Nate Richert Comedy Family Fantasy
Jon Heder,Jon Heder,Jon Heder,Jon Heder,Comedy Fantasy Romance,just like heaven,Jon Heder Jon Heder Jon Heder Jon Heder Comedy Fantasy Romance
Taylor Negron,Taylor Negron,Taylor Negron,Taylor Negron,Comedy Family Romance Sci-Fi,the flintstones in viva rock vegas,Taylor Negron Taylor Negron Taylor Negron Taylor Negron Comedy Family Romance Sci-Fi
Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Action Adventure Thriller War,rambo iii,Sylvester Stallone Sylvester Stallone Sylvester Stallone Sylvester Stallone Action Adventure Thriller War
Robert Baker,Robert Baker,Robert Baker,Robert Baker,Comedy Drama Romance Sport,leatherheads,Robert Baker Robert Baker Robert Baker Robert Baker Comedy Drama Romance Sport
Taylor Lautner,Taylor Lautner,Taylor Lautner,Taylor Lautner,Comedy Western,the ridiculous 6,Taylor Lautner Taylor Lautner Taylor Lautner Taylor Lautner Comedy Western
Michael Kelly,Michael Kelly,Michael Kelly,Michael Kelly,Comedy Drama Romance,did you hear about the morgans?,Michael Kelly Michael Kelly Michael Kelly Michael Kelly Comedy Drama Romance
Josh Gad,Josh Gad,Josh Gad,Josh Gad,Comedy,the internship,Josh Gad Josh Gad Josh Gad Josh Gad Comedy
Milla Jovovich,Milla Jovovich,Milla Jovovich,Milla Jovovich,Action Adventure Horror Sci-Fi,resident evil: afterlife,Milla Jovovich Milla Jovovich Milla Jovovich Milla Jovovich Action Adventure Horror Sci-Fi
David Oyelowo,David Oyelowo,David Oyelowo,David Oyelowo,Action Adventure Drama History War,red tails,David Oyelowo David Oyelowo David Oyelowo David Oyelowo Action Adventure Drama History War
Chris Noth,Chris Noth,Chris Noth,Chris Noth,Comedy Romance,sex and the city            ,Chris Noth Chris Noth Chris Noth Chris Noth Comedy Romance
Keanu Reeves,Keanu Reeves,Keanu Reeves,Keanu Reeves,Drama Mystery Thriller,the devil's advocate,Keanu Reeves Keanu Reeves Keanu Reeves Keanu Reeves Drama Mystery Thriller
Adam Sandler,Adam Sandler,Adam Sandler,Adam Sandler,Comedy,that's my boy,Adam Sandler Adam Sandler Adam Sandler Adam Sandler Comedy
Dennis Quaid,Dennis Quaid,Dennis Quaid,Dennis Quaid,Action Adventure Fantasy,dragonheart,Dennis Quaid Dennis Quaid Dennis Quaid Dennis Quaid Action Adventure Fantasy
Salma Hayek,Salma Hayek,Salma Hayek,Salma Hayek,Action Comedy Crime Drama,after the sunset,Salma Hayek Salma Hayek Salma Hayek Salma Hayek Action Comedy Crime Drama
Nicolas Cage,Nicolas Cage,Nicolas Cage,Nicolas Cage,Action Fantasy Thriller,ghost rider: spirit of vengeance,Nicolas Cage Nicolas Cage Nicolas Cage Nicolas Cage Action Fantasy Thriller
Christian Bale,Christian Bale,Christian Bale,Christian Bale,Drama Music Romance War,captain corelli's mandolin,Christian Bale Christian Bale Christian Bale Christian Bale Drama Music Romance War
Barry Corbin,Barry Corbin,Barry Corbin,Barry Corbin,Comedy Romance,anger management            ,Barry Corbin Barry Corbin Barry Corbin Barry Corbin Comedy Romance
Vin Diesel,Vin Diesel,Vin Diesel,Vin Diesel,Action Comedy Drama Family Thriller,the pacifier,Vin Diesel Vin Diesel Vin Diesel Vin Diesel Action Comedy Drama Family Thriller
Dwayne Johnson,Dwayne Johnson,Dwayne Johnson,Dwayne Johnson,Action Crime,walking tall,Dwayne Johnson Dwayne Johnson Dwayne Johnson Dwayne Johnson Action Crime
Tom Hanks,Tom Hanks,Tom Hanks,Tom Hanks,Comedy Drama,forrest gump,Tom Hanks Tom Hanks Tom Hanks Tom Hanks Comedy Drama
Jesse McCartney,Jesse McCartney,Jesse McCartney,Jesse McCartney,Animation Comedy Family Fantasy Music,alvin and the chipmunks,Jesse McCartney Jesse McCartney Jesse McCartney Jesse McCartney Animation Comedy Family Fantasy Music
Robert De Niro,Robert De Niro,Robert De Niro,Robert De Niro,Comedy,meet the parents,Robert De Niro Robert De Niro Robert De Niro Robert De Niro Comedy
Christian Bale,Christian Bale,Christian Bale,Christian Bale,Adventure Animation Drama Family History Musical Romance,pocahontas,Christian Bale Christian Bale Christian Bale Christian Bale Adventure Animation Drama Family History Musical Romance
Marlon Brando,Marlon Brando,Marlon Brando,Marlon Brando,Action Adventure Drama Romance Sci-Fi,superman,Marlon Brando Marlon Brando Marlon Brando Marlon Brando Action Adventure Drama Romance Sci-Fi
Jada Pinkett Smith,Jada Pinkett Smith,Jada Pinkett Smith,Jada Pinkett Smith,Comedy Romance Sci-Fi,the nutty professor,Jada Pinkett Smith Jada Pinkett Smith Jada Pinkett Smith Jada Pinkett Smith Comedy Romance Sci-Fi
Will Smith,Will Smith,Will Smith,Will Smith,Comedy Romance,hitch,Will Smith Will Smith Will Smith Will Smith Comedy Romance
Brendan Fraser,Brendan Fraser,Brendan Fraser,Brendan Fraser,Action Adventure Comedy Family Romance,george of the jungle,Brendan Fraser Brendan Fraser Brendan Fraser Brendan Fraser Action Adventure Comedy Family Romance
Alyson Hannigan,Alyson Hannigan,Alyson Hannigan,Alyson Hannigan,Comedy Romance,american wedding,Alyson Hannigan Alyson Hannigan Alyson Hannigan Alyson Hannigan Comedy Romance
Tom Hanks,Tom Hanks,Tom Hanks,Tom Hanks,Biography Drama Thriller,captain phillips,Tom Hanks Tom Hanks Tom Hanks Tom Hanks Biography Drama Thriller
Mila Kunis,Mila Kunis,Mila Kunis,Mila Kunis,Comedy Crime Romance Thriller,date night,Mila Kunis Mila Kunis Mila Kunis Mila Kunis Comedy Crime Romance Thriller
Eric Idle,Eric Idle,Eric Idle,Eric Idle,Comedy Family Fantasy,casper,Eric Idle Eric Idle Eric Idle Eric Idle Comedy Family Fantasy
Denzel Washington,Denzel Washington,Denzel Washington,Denzel Washington,Action Crime Thriller,the equalizer,Denzel Washington Denzel Washington Denzel Washington Denzel Washington Action Crime Thriller
Bob Hoskins,Bob Hoskins,Bob Hoskins,Bob Hoskins,Comedy Drama Romance,maid in manhattan,Bob Hoskins Bob Hoskins Bob Hoskins Bob Hoskins Comedy Drama Romance
Denzel Washington,Denzel Washington,Denzel Washington,Denzel Washington,Action Drama Thriller War,crimson tide,Denzel Washington Denzel Washington Denzel Washington Denzel Washington Action Drama Thriller War
Will Smith,Will Smith,Will Smith,Will Smith,Biography Drama,the pursuit of happyness,Will Smith Will Smith Will Smith Will Smith Biography Drama
Erika Christensen,Erika Christensen,Erika Christensen,Erika Christensen,Drama Mystery Thriller,flightplan,Erika Christensen Erika Christensen Erika Christensen Erika Christensen Drama Mystery Thriller
Demi Moore,Demi Moore,Demi Moore,Demi Moore,Drama Thriller,disclosure,Demi Moore Demi Moore Demi Moore Demi Moore Drama Thriller
Nicolas Cage,Nicolas Cage,Nicolas Cage,Nicolas Cage,Drama Fantasy Romance,city of angels,Nicolas Cage Nicolas Cage Nicolas Cage Nicolas Cage Drama Fantasy Romance
David Carradine,David Carradine,David Carradine,David Carradine,Action,kill bill: vol. 1,David Carradine David Carradine David Carradine David Carradine Action
Robert Downey Jr.,Robert Downey Jr.,Robert Downey Jr.,Robert Downey Jr.,Comedy,bowfinger,Robert Downey Jr. Robert Downey Jr. Robert Downey Jr. Robert Downey Jr. Comedy
Christopher Judge,Christopher Judge,Christopher Judge,Christopher Judge,Action Adventure Drama Sci-Fi,stargate sg-1            ,Christopher Judge Christopher Judge Christopher Judge Christopher Judge Action Adventure Drama Sci-Fi
Vivica A. Fox,Vivica A. Fox,Vivica A. Fox,Vivica A. Fox,Action Crime Drama Thriller,kill bill: vol. 2,Vivica A. Fox Vivica A. Fox Vivica A. Fox Vivica A. Fox Action Crime Drama Thriller
Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Action Comedy Crime Thriller,tango & cash,Sylvester Stallone Sylvester Stallone Sylvester Stallone Sylvester Stallone Action Comedy Crime Thriller
Bruce Willis,Bruce Willis,Bruce Willis,Bruce Willis,Comedy Fantasy Horror,death becomes her,Bruce Willis Bruce Willis Bruce Willis Bruce Willis Comedy Fantasy Horror
Xander Berkeley,Xander Berkeley,Xander Berkeley,Xander Berkeley,Action Adventure Comedy Western,shanghai noon,Xander Berkeley Xander Berkeley Xander Berkeley Xander Berkeley Action Adventure Comedy Western
Oliver Platt,Oliver Platt,Oliver Platt,Oliver Platt,Action Adventure Thriller,executive decision,Oliver Platt Oliver Platt Oliver Platt Oliver Platt Action Adventure Thriller
Madeline Carroll,Madeline Carroll,Madeline Carroll,Madeline Carroll,Comedy Family Fantasy,mr. popper's penguins,Madeline Carroll Madeline Carroll Madeline Carroll Madeline Carroll Comedy Family Fantasy
Jet Li,Jet Li,Jet Li,Jet Li,Action Adventure Fantasy,the forbidden kingdom,Jet Li Jet Li Jet Li Jet Li Action Adventure Fantasy
Amy Poehler,Amy Poehler,Amy Poehler,Amy Poehler,Adventure Animation Comedy Family,free birds,Amy Poehler Amy Poehler Amy Poehler Amy Poehler Adventure Animation Comedy Family
Charles S. Dutton,Charles S. Dutton,Charles S. Dutton,Charles S. Dutton,Action Horror Sci-Fi,alien 3,Charles S. Dutton Charles S. Dutton Charles S. Dutton Charles S. Dutton Action Horror Sci-Fi
Andrea Corr,Andrea Corr,Andrea Corr,Andrea Corr,Biography Drama History Musical,evita,Andrea Corr Andrea Corr Andrea Corr Andrea Corr Biography Drama History Musical
Robert De Niro,Robert De Niro,Robert De Niro,Robert De Niro,Action Adventure Crime Thriller,ronin,Robert De Niro Robert De Niro Robert De Niro Robert De Niro Action Adventure Crime Thriller
Tom Wilkinson,Tom Wilkinson,Tom Wilkinson,Tom Wilkinson,Adventure Drama Horror Thriller,the ghost and the darkness,Tom Wilkinson Tom Wilkinson Tom Wilkinson Tom Wilkinson Adventure Drama Horror Thriller
Julie Walters,Julie Walters,Julie Walters,Julie Walters,Animation Comedy Family Fantasy,paddington,Julie Walters Julie Walters Julie Walters Julie Walters Animation Comedy Family Fantasy
Connie Nielsen,Connie Nielsen,Connie Nielsen,Connie Nielsen,Action Crime Drama Thriller,the hunted,Connie Nielsen Connie Nielsen Connie Nielsen Connie Nielsen Action Crime Drama Thriller
Anthony Hopkins,Anthony Hopkins,Anthony Hopkins,Anthony Hopkins,Drama Thriller,instinct,Anthony Hopkins Anthony Hopkins Anthony Hopkins Anthony Hopkins Drama Thriller
Matt Damon,Matt Damon,Matt Damon,Matt Damon,Comedy,stuck on you,Matt Damon Matt Damon Matt Damon Matt Damon Comedy
Will Ferrell,Will Ferrell,Will Ferrell,Will Ferrell,Comedy Sport,semi-pro,Will Ferrell Will Ferrell Will Ferrell Will Ferrell Comedy Sport
Salma Hayek,Salma Hayek,Salma Hayek,Salma Hayek,Adventure Animation Comedy Family,the pirates! band of misfits,Salma Hayek Salma Hayek Salma Hayek Salma Hayek Adventure Animation Comedy Family
Angelina Jolie Pitt,Angelina Jolie Pitt,Angelina Jolie Pitt,Angelina Jolie Pitt,Crime Drama Mystery Thriller,changeling,Angelina Jolie Pitt Angelina Jolie Pitt Angelina Jolie Pitt Angelina Jolie Pitt Crime Drama Mystery Thriller
Keanu Reeves,Keanu Reeves,Keanu Reeves,Keanu Reeves,Action Drama Sci-Fi Thriller,chain reaction,Keanu Reeves Keanu Reeves Keanu Reeves Keanu Reeves Action Drama Sci-Fi Thriller
Robert De Niro,Robert De Niro,Robert De Niro,Robert De Niro,Action Drama Sport Thriller,the fan,Robert De Niro Robert De Niro Robert De Niro Robert De Niro Action Drama Sport Thriller
Gerard Butler,Gerard Butler,Gerard Butler,Gerard Butler,Drama Musical Romance Thriller,the phantom of the opera,Gerard Butler Gerard Butler Gerard Butler Gerard Butler Drama Musical Romance Thriller
Eddie Redmayne,Eddie Redmayne,Eddie Redmayne,Eddie Redmayne,Biography Drama History War,elizabeth: the golden age,Eddie Redmayne Eddie Redmayne Eddie Redmayne Eddie Redmayne Biography Drama History War
